id,calories,proteins,fat,carbohydrate,name
1,280,9.2,28.4,0,Abon
2,0,0,0.2,0,Agar-agar
3,85,0.9,6.5,7.7,Alpukat segar
4,58,0.3,0.4,14.9,Apel
5,298,34.2,16.8,0.1,Ayam goreng kentucky dada
